domain,label,Source_File,Type,Layer,Text,true,pred
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,178.13,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Теплосеть,177.80,Координаты,Теплосеть
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Теплосеть,177.80,Координаты,Теплосеть
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,178.27,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,178.27,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,176.16,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,176.60,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,176.92,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабели,177.54,Координаты,Прочие кабели
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,177.97,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,178.29,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,176.28,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,176.02,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,175.74,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Водосток,177.75,Координаты,Ливневая канализация
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Теплосеть,176.16,Координаты,Теплосеть
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Кабель связи,175.81,Координаты,Сети связи
Moscow,l2,output(1-3)_3_ДЖКХпр-24_00880up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-3)_МКА-19_ЗАО_00044up.dxf,TEXT,Водосток,155.21,Координаты,Ливневая канализация
Moscow,l2,output(1-4)_3_ДКР-19_1_00528up.dxf,TEXT,Канализация самотёчная,К,no_l2,Канализация бытовая
Moscow,l2,output(1-4)_3_ДКР-19_1_00528up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,197.97,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,283.16,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,50.87,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,35.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,35.12,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,22.51,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,44.98,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,50.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,50.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,111.44,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,23.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,23.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,13.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550kl.dxf,TEXT,Красные линии,60.00,Координаты,Красная линия
Moscow,l2,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,УЛИЦА     ЦЮРУПЫ,Бортовой камень,Асфальт
Moscow,l2,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Граница улицы,Ц РАЗР,Бортовой камень,Плитка
Moscow,l2,output(1-5)_3_ДКР-19_1_00550tp.dxf,TEXT,Номер дома,28Г,no_l2,Отметки высот
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Водосток,172.78,Координаты,Ливневая канализация
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,общий коллектор d=3130,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Канализация самотёчная,К,no_l2,Канализация бытовая
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,общий коллектор,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Водосток,181.17,Координаты,Ливневая канализация
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор 2500х3000,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_3_ДКР-19_1_00550up.dxf,TEXT,Общий коллектор,Общий коллектор,Инженерная инфраструктура,no_l2
Moscow,l2,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Координаты,no_l2
Moscow,l2,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Координаты,no_l2
Moscow,l2,output(1-5)_edge003(1).dxf,TEXT,0,29.01.24,Координаты,no_l2
Moscow,l2,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Береговая линия,120.30,Координаты,no_l2
Moscow,l2,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Горизонтали,125,Отметки высот,Координаты
Moscow,l2,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Береговая линия,120.15,Координаты,no_l2
Moscow,l2,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Номер дома,7 А,no_l2,Отметки высот
Moscow,l2,output(1-6)_3_ДЖКХпр-24_00859tp.dxf,TEXT,Номер дома,7Б,no_l2,Отметки высот
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Колодцы,—,Инженерная инфраструктура,Координаты
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Геодезические пункты,153.96,Координаты,Отметки высот
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия, 147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80 ,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Береговая линия,147.80,Координаты,no_l2
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Номер дома,3A,no_l2,Отметки высот
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Номер дома,1А,no_l2,Отметки высот
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Граница площадки,161.92,Координаты,Бортовой камень
Moscow,l2,output(1-6)_МКА-19_ВАО_00037tp.dxf,TEXT,Граница улицы,А СТР.,Бортовой камень,Асфальт
Moscow,l2,output(1-9)_edge002(1).dxf,TEXT,0,Партизанская улица,no_l2,Бортовой камень
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(2)_edge002(3).dxf,TEXT,0,.,no_l2,Отметки высот
Moscow,l2,output(3-4)_3_ДЖКХпр-24_00854tp.dxf,TEXT,Части зданий,А РАЗР.,no_l2,Асфальт
Moscow,l2,output(3-4)_3_ДЖКХпр-24_00854tp.dxf,TEXT,Номер дома,14 С.3,no_l2,Отметки высот
Moscow,l2,output(5)_3_ДЖКХпр-24_00858pp.dxf,TEXT,Водосток проектный,160.98,Координаты,Ливневая канализация
Moscow,l2,output(5)_3_ДЖКХпр-24_00858pp.dxf,TEXT,Водосток проектный,161.33,Координаты,Ливневая канализация
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Здания, Ж,no_l2,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,БН,Инженерная инфраструктура,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Геодезические пункты,157.56,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.20,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.30,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.30,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Здания, Ж,no_l2,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Здания, Ж,no_l2,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Здания, Ж,no_l2,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Здания,   РАЗР.,no_l2,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Пояснительные подписи,ДЕР.,Условные обозначения,Деревянный настил
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Части зданий,Ц РАЗР.,no_l2,Плитка
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Топографические объекты,909,Отметки высот,Инженерная инфраструктура
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Топографические объекты,911,Отметки высот,Инженерная инфраструктура
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.13,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.18,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.20,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.53,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,144.79,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.12,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.31,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.20,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.18,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны,БЕРЕЗА  3,Газон,Деревья
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.87,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.40,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,0.3,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Береговая линия,145.87,Координаты,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.25,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Граница площадки,147.64,Координаты,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Граница площадки,149.35,Координаты,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Граница площадки,148.78,Координаты,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Граница площадки,148.87,Координаты,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Граница площадки,147.58,Координаты,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Топографические объекты,A-20-13-13,Инженерная инфраструктура,no_l2
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.26,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Леса и газоны, 0.30,Координаты,Отметки высот
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Горизонтали,145,Отметки высот,Координаты
Moscow,l2,x_los_part_2_tp.dxf,TEXT,Просеки в лесу,ПРОСЕКА,Грунт,Бортовой камень
