domain,label,Source_File,Type,Layer,Text,true,pred
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,топоНомер,z2,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v4,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v3,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,03122(3n),Т,Служебные элементы,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Вазон с цветами,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,клумба,Клумба,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Качели металл Н=2.5м,Неизвестно,МАФ
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Турник,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,LWPOLYLINE,Стол для пинг-понга,,Неизвестно,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Стол для пинг-понга,Неизвестно,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,LWPOLYLINE,Стол для пинг-понга,,Неизвестно,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,LWPOLYLINE,12 Кораблик,,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,Змейка,,МАФ,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Змейка,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,Змейка,,МАФ,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,4 Песочница,,МАФ,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,3 Карусель,,МАФ,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Качели перевесы ,Неизвестно,МАФ
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,INSERT,клумба,,Озеленение,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,грунт,Озеленение,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,GOR_BDEFAULT,164,Служебные элементы,Рельеф
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Сплошные горизонтали проведены через 0.5м.,Служебные элементы,Рельеф
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Инженерно-топографический план,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,"границах улиц Советская, Октябрьская и ",Служебные элементы,Твердые покрытия
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Инженерно-топографический план,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Сплошные горизонтали проведены через 0.5м.,Служебные элементы,Рельеф
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,0,Условные обозначения:,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,"низк.,выс. напряжения",Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Силовые электрокабели,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Теплотрасса,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Канализация,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Кабель связи,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Водопровод,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Газопровод,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Сооружения,Служебные элементы,Здания и сооружения
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,00r,Подземные коммуникации,Служебные элементы,Инженерные сети
Regions,l1,121-19 Зарайск улицы.dxf,LWPOLYLINE,12 Кораблик,,Неизвестно,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,LWPOLYLINE,граница,,Неизвестно,Здания и сооружения
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v9,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v8,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v5,Служебные элементы,Озеленение
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ110 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ110 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ50 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ50 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ50 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ50 н.д.,Инженерные сети,Служебные элементы
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,03122(3n),К,Служебные элементы,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,03122(3n),К,Служебные элементы,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,03122(3n),К,Служебные элементы,Неизвестно
Regions,l1,121-19 Зарайск улицы.dxf,TEXT,03122(3n),Т,Служебные элементы,Неизвестно
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
Regions,l1,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Служебные элементы
