domain,label,Source_File,Type,Layer,Text,true,pred
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Высоты,в.т.163.59,Текст,Отметки высот
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Дороги,Щ,Асфальт,Щебень
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Дороги,Щ,Асфальт,Щебень
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Дороги,Щ,Асфальт,Щебень
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Дороги,Щ,Асфальт,Щебень
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,Дороги,Щ,Асфальт,Щебень
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,TEXT,МАФ,Грибок,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,"Детский сад {\fArial|b0|i0|c204|p34;№} 45 ""Колосок""",Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,рябина,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,Условные обозначения,Неизвестно,Условные обозначения
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,лиственница,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,туя,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,каштан,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,дуб,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,ольха,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,вяз,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,кустарник,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,клен ясенелистный,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,клен,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,липа,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,осина/тополь,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,береза,Неизвестно,Деревья
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,ива,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,ясень,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,ель,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,плодовое,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,сухостой,Неизвестно,Текст
Regions,l2,06-2023-ИГДИ-парк Стрельбицкого.dxf,MTEXT,0,сосна,Неизвестно,Деревья
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Карусель,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Турник,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Брусья,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Песочница,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,013,Лавочки,Текст,Уличная мебель
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,r10,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v14,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v10,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,z2,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v4,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,топоНомер,v3,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,лестница,Лестница,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Вазон с цветами,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,клумба,Клумба,Газон,Текст
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Качели металл Н=2.5м,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Турник,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Стол для пинг-понга,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Змейка,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Качели перевесы ,Неизвестно,Спортивное оборудование
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,CIRCLE,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,INSERT,клумба,,Газон,Неизвестно
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Дзержинского,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Дзержинского,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Димитра Благоева,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Димитра Благоева,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Металлистов,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Условные обозначения:,Неизвестно,Условные обозначения
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Условные обозначения,Текст,Условные обозначения
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Теплотрасса,Текст,Теплосеть
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Канализация,Текст,Канализация бытовая
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Кабель связи,Текст,Сети связи
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Водопровод,Текст,Водопровод
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Газопровод,Текст,Газопровод
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Границы земельных участков,Текст,Кадастр
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Здания,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,00r,Подземные коммуникации,Текст,Инженерная инфраструктура
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v9,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v8,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,дерНомер,v5,Текст,Номер дерева
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,5,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,3,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,4,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,8,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,2,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,Подерёвка,6,Номер дерева,Дерево
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.57н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул.Марецкова,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ул. Карла Маркса,Асфальт,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.57н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.50н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200в.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200в.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200в.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.57н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.89н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.80н.д.,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Т,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,0,Т,Неизвестно,Текст
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ 2х50,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ 2тр 75х110,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ПЭ 2х50,Текст,Прочие трубопроводы
Regions,l2,121-19 Зарайск улицы.dxf,TEXT,12492,ст.200н.д.,Текст,Прочие трубопроводы
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LWPOLYLINE,SIT_LДОРОГИ,,Неизвестно,Контуры
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LWPOLYLINE,SIT_LДОРОГИ,,Неизвестно,Контуры
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LWPOLYLINE,SIT_LДОРОГИ,,Неизвестно,Контуры
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,TEXT,GEO_ROADS_TEXT,Насыпной грунт,Асфальт,Прочие трубопроводы
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,TEXT,GEO_ROADS_TEXT,Насыпной грунт,Асфальт,Прочие трубопроводы
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,TEXT,GEO_ROADS_TEXT,Насыпной грунт,Асфальт,Прочие трубопроводы
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,TEXT,GEO_ROADS_TEXT,Насыпной грунт,Асфальт,Прочие трубопроводы
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
Regions,l2,18-0-2021-ИГДИ-Г.3.dxf,LINE,SETK_NAD,,Неизвестно,Координатные кресты
